0.0	0.0
195.98407600000002	1.6148054946447972e-19
117.59546586054749	4.349685992074441e-09
70.66722902883907	1.4500912255331369e-08
42.51301876644336	2.4067649219788792e-08
25.602901431784836	3.120703618026067e-08
15.40468849699109	3.4289865834020177e-08
9.23619910147789	3.6085690193269324e-08
5.513948140055004	3.680038010745429e-08
3.273542921424535	3.694605176730951e-08
1.925464950042462	3.672588776606533e-08
1.1133873840251007	3.628719523158352e-08
0.6229197930231795	3.573022924786309e-08
0.3252661176253148	3.5108379700089543e-08
0.1431350388589728	3.445009755599248e-08
0.03018768239333854	3.377246316829417e-08
-0.04133966830730056	3.308574212226064e-08
-0.08807502099928538	3.239566530750266e-08
-0.1199743867415083	3.1705238139348336e-08
-0.1429975635166232	3.1015940757608e-08
-0.16071143567760285	3.032841485102909e-08
-0.17525034040202078	2.9642848669422202e-08
-0.18789116152168478	2.8959199530028066e-08
-0.19939763939593871	2.8277322313056623e-08
-0.21022647633239785	2.7597037311646183e-08
-0.2206506935901596	2.6918166670973026e-08
-0.230833450897449	2.6240549278299592e-08
-0.24087221444477666	2.5564046956866715e-08
-0.25082517892011713	2.4888546516595805e-08
-0.26072707039520043	2.4213955519744733e-08
-0.270598595719674	2.354020119502865e-08
-0.2804520912523762	2.2867226561827707e-08
-0.29029489849022005	2.219498700844258e-08
-0.30013138051541066	2.1523446906771597e-08
-0.3099641259549528	2.0852580832468295e-08
-0.3197946674118442	2.018236723166288e-08
-0.3296239098666605	1.951279129930164e-08
-0.3394523859116665	1.884384149385834e-08
-0.34928040765165397	1.8175507824179577e-08
-0.3591081569862567	1.7507784041632938e-08
-0.36893573918019934	1.6840664298696647e-08
-0.37876321458388057	1.617414420388781e-08
-0.3885906173669932	1.5508219935532875e-08
-0.39841796654554884	1.4842889645917928e-08
-0.4082452724453925	1.417815094474345e-08
-0.41807254047006503	1.3514001771039995e-08
-0.42789977328190915	1.2850441760889462e-08
-0.4377269720528588	1.2187469021487114e-08
-0.4475541371729093	1.152508271046e-08
-0.45738126864450107	1.0863282206180209e-08
-0.4672083662967633	1.0202065913135902e-08
-0.4770354298978199	9.54143303118718e-09
-0.4868624592101621	8.881382911982998e-09
-0.49668945401529163	8.221915462663623e-09
-0.506516414122166	7.563030030324475e-09
-0.5163433393676256	6.904724837146598e-09
-0.5261702296134413	6.2469993717673424e-09
-0.5359970847420007	5.589853683437128e-09
-0.5458239046521425	4.933287302722934e-09
-0.5556506892553172	4.277300099952328e-09
-0.5654774384724859	3.6218900460646413e-09
-0.5753041522315896	2.967056908439226e-09
-0.5851308304656322	2.312800400954815e-09
-0.5949574731112619	1.6591200306255184e-09
-0.6047840801076309	1.0060153023758926e-09
-0.6146106513956889	3.534852412395802e-10
-0.6244371869176257	-2.9847136059192953e-10
-0.6342636866164465	-9.498545216384612e-10
-0.6440901504357174	-1.6006645142620692e-09
-0.6539165783194778	-2.2509016389770224e-09
-0.6637429702120107	-2.9005678287848395e-09
